digit_1094,4
digit_1095,4
digit_1096,4
digit_1097,4
digit_1098,4
digit_1099,4
digit_1100,4
digit_1102,1
digit_1103,2
digit_1104,3
digit_1105,4
digit_1106,5
digit_1107,6
digit_1108,7
digit_1109,8
digit_1110,9
digit_1111,0
digit_1112,5
digit_1113,5
digit_1114,5
digit_1115,5
digit_1116,5
digit_1117,5
digit_1118,5
digit_1119,5
digit_1124,3
digit_1126,5
digit_1127,6
digit_1128,7
digit_1129,8
digit_1130,9
digit_1131,0
digit_1132,6
digit_1133,6
digit_1134,6
digit_1135,6
digit_1136,6
digit_1137,6
digit_1138,6
digit_1139,6
digit_1140,6
digit_1141,7
digit_1142,1
digit_1143,2
digit_1144,3
digit_1146,5
digit_1147,6
digit_1148,7
digit_1149,8
digit_1150,9
digit_1151,0
digit_1152,7
digit_1153,1
digit_1154,7
digit_1155,7
digit_1156,7
digit_1157,7
digit_1158,7
digit_1159,7
digit_1160,7
digit_1161,7
digit_1164,3
digit_1165,4
digit_1166,5
digit_1169,8
digit_1170,9
digit_1171,0
digit_1172,8
digit_1173,8
digit_1174,8
digit_1175,8
digit_1176,8
digit_1177,8
digit_1178,8
digit_1179,8
digit_1180,8
digit_1181,9
digit_1183,2
digit_1184,3
digit_1186,5
digit_1187,6
digit_1188,7
digit_1189,8
digit_1190,9
digit_1191,0
digit_1192,9
digit_1193,9
digit_1194,9
digit_1195,9
digit_1196,9
digit_1197,9
digit_1198,9
digit_1199,9
digit_1200,9
digit_1201,1
digit_1202,1
digit_1203,2
digit_1204,3
digit_1205,4
digit_1206,5
digit_1207,6
digit_1208,7
digit_1209,8
digit_1210,9
digit_1211,0
digit_1212,0
digit_1213,1
digit_1214,2
digit_1216,4
digit_1217,5
digit_1219,7
digit_1220,8
digit_1221,9
digit_1222,1
digit_1223,0
digit_1224,1
digit_1225,2
digit_1226,3
digit_1227,0
digit_1228,1
digit_1229,2
digit_1230,3
digit_1231,4
digit_1232,5
digit_1233,6
digit_1235,8
digit_1236,9
digit_1237,1
digit_1238,0
digit_1239,2
digit_1240,1
digit_1241,3
digit_1242,2
digit_1243,1
digit_1244,3
digit_1245,1
digit_1246,1
digit_1247,2
digit_1248,4
digit_1249,1
digit_1250,1
digit_1251,7
digit_1252,0
digit_1253,9
digit_1254,6
digit_1256,0
digit_1257,6
digit_1258,1
digit_1259,4
digit_1260,1
digit_1261,3
digit_1263,9
digit_1264,2
digit_1265,8
digit_1266,1
digit_1267,4
digit_1269,7
digit_1270,1
digit_1271,2
digit_1272,3
digit_1275,7
digit_1277,9
digit_1279,0
digit_1280,1
digit_1281,1
digit_1282,1
digit_1283,2
digit_1285,3
digit_1286,1
digit_1287,4
digit_1288,1
digit_1289,5
digit_1290,1
digit_1291,6
digit_1292,1
digit_1293,7
digit_1294,1
digit_1295,9
digit_1297,0
digit_1298,2
digit_1299,1
digit_1300,2
digit_1301,2
digit_1302,2
digit_1303,3
digit_1304,2
digit_1305,4
digit_1306,2
digit_1308,2
digit_1309,6
digit_1310,2
digit_1311,7
digit_1312,2
digit_1313,8
digit_1314,3
digit_1315,0
digit_1316,5
digit_1317,6
digit_1318,7
digit_1319,8
digit_1320,9
digit_1322,1
digit_1323,6
digit_1324,7
digit_1325,8
digit_1326,3
digit_1327,5
digit_1328,6
digit_1329,7
digit_1330,3
digit_1332,1
digit_1333,2
digit_1334,9
digit_1335,0
digit_1336,1
digit_1337,6
digit_1338,4
digit_1339,2
digit_1340,5
digit_1341,0
digit_1342,2
digit_1343,5
digit_1344,2
digit_1345,5
digit_1346,2
digit_1347,5
digit_1348,2
digit_1349,5
digit_1351,0
digit_1352,0
digit_1353,1
digit_1354,3
digit_1355,2
digit_1356,3
digit_1357,9
digit_1358,1
digit_1359,6
digit_1360,1
digit_1361,6
digit_1364,3
digit_1365,0
digit_1366,0
digit_1367,1
digit_1368,9
digit_1369,1
digit_1370,2
digit_1371,4
digit_1372,1
digit_1373,1
digit_1374,7
digit_1375,6
digit_1376,0
digit_1377,0
digit_1378,3
digit_1379,0
digit_1380,0
digit_1381,3
digit_1382,0
digit_1383,1
digit_1384,2
digit_1385,2
digit_1387,6
digit_1388,0
digit_1389,1
digit_1390,0
digit_1391,5
digit_1392,0
digit_1394,5
digit_1395,5
digit_1396,2
digit_1398,2
digit_1399,4
digit_1400,1
digit_1401,2
digit_1402,1
digit_1403,0
digit_1404,1
digit_1405,4
digit_1406,2
digit_1407,2
digit_1408,2
digit_1409,0
digit_1410,7
digit_1411,2
digit_1412,1
digit_1413,9
digit_1414,3
digit_1415,7
digit_1416,1
digit_1417,4
digit_1418,3
digit_1419,7
digit_1420,1
digit_1421,2
digit_1422,3
digit_1423,4
digit_1424,5
digit_1425,6
digit_1426,7
digit_1427,8
digit_1428,9
digit_1429,1
digit_1430,0
digit_1431,1
digit_1432,1
digit_1433,1
digit_1435,1
digit_1436,3
digit_1437,1
digit_1438,4
digit_1439,1
digit_1440,5
digit_1441,1
digit_1442,6
digit_1443,1
digit_1444,7
digit_1447,1
digit_1448,9
digit_1449,2
digit_1450,0
digit_1451,2
digit_1452,1
digit_1453,2
digit_1454,2
digit_1455,2
digit_1456,3
