digit_0,1
digit_1,4
digit_2,2
digit_3,3
digit_4,1
digit_5,2
digit_6,3
digit_7,4
digit_8,5
digit_9,6
digit_10,7
digit_11,8
digit_12,9
digit_14,0
digit_15,1
digit_16,1
digit_17,1
digit_18,2
digit_19,3
digit_20,1
digit_21,1
digit_22,4
digit_23,1
digit_24,5
digit_25,1
digit_26,6
digit_27,1
digit_28,7
digit_29,1
digit_30,8
digit_31,1
digit_33,2
digit_35,2
digit_36,1
digit_37,2
digit_38,2
digit_39,2
digit_40,3
digit_41,2
digit_42,4
digit_43,2
digit_44,5
digit_45,2
digit_46,6
digit_47,2
digit_48,7
digit_49,2
digit_51,2
digit_52,9
digit_53,3
digit_54,0
digit_55,3
digit_56,1
digit_57,6
digit_58,5
digit_59,5
digit_60,3
digit_61,3
digit_62,3
digit_63,1
digit_64,8
digit_65,8
digit_66,1
digit_67,2
digit_68,9
digit_70,8
digit_71,4
digit_72,3
digit_73,7
digit_74,3
digit_75,0
digit_78,1
digit_79,9
digit_80,5
digit_81,4
digit_83,9
digit_84,1
digit_85,4
digit_87,2
digit_88,5
digit_89,1
digit_90,2
digit_91,5
digit_92,5
digit_93,0
digit_94,0
digit_95,6
digit_96,0
digit_97,6
digit_99,6
digit_100,0
digit_101,5
digit_102,0
digit_103,3
digit_104,3
digit_105,0
digit_106,1
digit_107,0
digit_108,0
digit_110,9
digit_111,5
digit_112,0
digit_113,5
digit_114,0
digit_115,4
digit_116,3
digit_118,1
digit_119,9
digit_120,5
digit_121,0
digit_122,6
digit_123,1
digit_124,0
digit_126,1
digit_127,5
digit_128,0
digit_129,5
digit_130,0
digit_131,4
digit_132,5
digit_133,9
digit_134,0
digit_135,5
digit_136,1
digit_137,0
digit_138,1
digit_139,8
digit_141,1
digit_142,1
digit_143,0
digit_145,4
digit_146,2
digit_147,4
digit_148,9
digit_149,0
digit_152,2
digit_153,8
digit_154,1
digit_155,4
digit_157,0
digit_159,1
digit_160,4
digit_161,5
digit_162,2
digit_163,5
digit_164,0
digit_165,3
digit_166,4
digit_167,2
digit_168,0
digit_169,0
digit_170,0
digit_171,0
digit_172,3
digit_173,5
digit_174,4
digit_175,0
digit_177,0
digit_178,0
digit_179,5
digit_180,0
digit_181,5
digit_182,0
digit_183,0
digit_184,0
digit_186,7
digit_187,1
digit_188,0
digit_190,2
digit_191,4
digit_192,5
digit_193,0
digit_194,6
digit_195,6
digit_196,6
digit_198,3
digit_199,3
digit_200,0
digit_201,6
digit_202,4
digit_203,0
digit_204,1
digit_205,0
digit_206,2
digit_207,0
digit_208,1
digit_209,2
digit_210,4
digit_211,0
digit_213,2
digit_214,0
digit_215,1
digit_216,2
digit_217,2
digit_218,0
digit_219,1
digit_221,7
digit_222,0
digit_223,0
digit_224,0
digit_225,5
digit_226,4
digit_227,7
digit_228,7
digit_229,0
digit_230,0
digit_231,1
digit_232,0
digit_233,5
digit_234,2
digit_235,6
digit_236,0
digit_237,9
digit_238,2
digit_240,1
digit_241,4
digit_242,1
digit_243,0
digit_244,4
digit_245,3
digit_246,0
digit_247,4
digit_248,0
digit_249,3
digit_250,1
digit_251,2
digit_252,0
digit_253,1
digit_254,5
digit_255,1
digit_256,4
digit_257,1
digit_258,4
digit_259,4
digit_260,2
digit_261,1
digit_262,3
digit_263,1
digit_264,1
digit_265,5
digit_266,4
digit_267,1
digit_268,1
digit_269,9
digit_270,8
digit_271,2
digit_273,1
digit_274,1
digit_275,1
digit_276,0
digit_277,0
digit_279,1
digit_280,1
digit_281,1
digit_282,0
digit_283,0
digit_284,4
digit_285,1
digit_286,1
digit_287,1
digit_288,0
digit_289,0
digit_290,4
digit_291,2
digit_292,5
digit_293,1
digit_295,0
digit_296,5
digit_297,0
digit_298,0
digit_299,1
digit_300,2
digit_301,1
digit_302,7
digit_303,0
digit_304,1
digit_305,2
digit_307,3
digit_308,1
digit_309,4
digit_310,4
digit_311,1
digit_312,5
digit_313,3
digit_314,3
digit_315,1
digit_316,1
digit_317,6
digit_318,1
digit_319,6
digit_320,6
digit_321,7
digit_322,1
digit_324,1
digit_325,5
digit_326,8
digit_327,7
digit_328,6
digit_329,6
digit_330,2
digit_331,3
digit_332,5
digit_333,5
digit_335,5
digit_336,5
digit_338,5
digit_339,8
digit_340,6
digit_341,4
digit_342,1
digit_343,2
digit_344,8
digit_345,9
digit_346,4
digit_347,6
digit_348,1
digit_349,4
digit_350,1
digit_352,3
digit_353,0
digit_354,3
digit_355,1
digit_356,2
digit_357,3
digit_358,5
digit_359,6
digit_361,9
digit_362,1
digit_363,0
digit_364,1
digit_365,2
